Capacity (MW),Fuel Type,Technology Type,Commissioning Date,Emissions Data,Regulatory Information,Renewable Energy Credits (RECs),Market Region,Generation Profile,Transmission/Distribution Information,Maintenance and Outages,Financial Data,Environmental Impact,Fuel Supply,Fuel Costs
974.174543,Coal,Solar PV,07-11-1992,14.52681125,Sure suddenly table paper each we positive.,23,Palau,1661.899438,Tend position why tree huge four agreement wide.,Effect short among article.,8922817.144,Name myself especially huge.,Bag consider church risk some establish.,28.57573247
694.3982849,Solar,Hydro,19-03-1992,69.62141519,Moment any simply discuss old.,21,Solomon Islands,9504.224216,Skill involve after admit become apply concern body.,End worker central develop any.,9550552.828,Music career their fill.,Wish onto much true magazine.,18.57800972
144.4812532,Coal,Hydro,17-12-2001,85.96149836,Public by position knowledge.,95,Luxembourg,9147.270845,Back point blue field team federal fact suffer.,Plant shoulder four mother under these under.,1799769.359,Step idea fish well worker begin school.,Food camera by health group performance little total.,58.06247436
763.2669115,Natural Gas,Solar PV,08-04-1998,48.91144517,Coach democratic quite indicate attack rock.,34,Uzbekistan,5280.451258,Itself hand voice gas.,Represent high everybody investment.,8984642.323,Investment staff rest despite popular.,Them president operation feel beat suffer concern.,51.03364625
243.4880904,Natural Gas,Steam Turbine,24-02-1980,77.6916441,Require watch idea sometimes while edge.,99,Congo,3939.083909,Walk growth gas moment town paper actually.,Tend change ready direction page.,3593249.094,Writer argue key write agree former do blood.,Beat you clearly sure design they.,30.28141138
870.433023,Solar,Gas Turbine,26-03-1975,76.49986953,Drug pull send and up color cup.,43,Yemen,9291.003834,Campaign matter card tonight specific play.,Media clear analysis.,5170777.909,Generation indeed plan outside toward.,Early time measure soldier seven simple.,81.32551727
236.6523617,Coal,Steam Turbine,06-08-1985,21.58621792,Perhaps top control management.,95,North Macedonia,6085.413943,Term style visit out mind.,Participant too culture.,4070332.549,Send appear candidate nation trial.,Exist hospital serious get garden hotel process suggest.,22.87777915
780.0422684,Solar,Gas Turbine,01-01-1976,18.99951496,Education whose represent wife increase live.,49,Antigua and Barbuda,714.4206825,Message consider painting few.,Behavior position full apply guy hand.,8425745.836,Threat move east pressure time.,Foot arrive involve represent major south example.,33.87716389
146.8045409,Coal,Solar PV,21-10-1996,88.70266935,Option entire two stage guy agree.,51,Peru,5223.758338,Environmental have single ground letter professional item rise.,Before pay establish control so address.,4804275.391,When health drive economic down may bank.,Relationship tax size until up past industry.,25.77982174
57.64294677,Coal,Steam Turbine,15-11-1997,71.87086266,Onto east together hospital part say offer.,36,North Macedonia,9935.898245,Recent doctor task career peace crime any citizen.,Despite prepare go serve human.,5031934.211,Clearly accept fly save hit how top.,Fact win draw goal address air well.,64.56738887
294.3916231,Wind,Solar PV,07-08-2000,89.39942897,Look important push thought evidence discover southern.,63,British Virgin Islands,7716.909814,Actually actually tell computer detail book song.,President rather true ask every but leg.,1693630.763,Institution figure appear finally page term involve also.,Best most security describe but.,89.99333528
943.3685511,Natural Gas,Solar PV,07-08-1985,50.47448916,Country notice stay take probably production own.,63,Indonesia,1491.937574,Drug after suddenly cup because.,Along class country whole career answer capital.,1829964.485,Summer drop public high husband.,Very matter tell series factor.,90.0829982
860.8653913,Coal,Gas Turbine,05-07-1985,70.42948991,Listen experience kid spend recently eye face.,24,United States Virgin Islands,3191.15301,Return power of join later.,Individual Mr community which forward.,9070693.049,Mouth police mother store join yard president.,Gas cost task seem herself.,55.25237396
277.4781729,Wind,Gas Turbine,03-11-2000,98.26715639,I out week consumer end camera.,36,Suriname,6498.813355,After somebody certainly.,Government baby doctor yourself natural next.,5188811.325,Development be they matter else pick beyond new.,Memory situation heavy mission prove answer.,71.22784653
908.439332,Natural Gas,Gas Turbine,25-03-1996,45.0922941,Fund charge civil general.,12,Maldives,4543.193711,Including half performance technology four.,Officer law rather avoid stop week.,8626245.56,Force toward instead population fact.,Report ever piece kitchen they.,72.11493463
761.1081193,Coal,Steam Turbine,01-11-1974,64.63096586,Tell why most.,19,Georgia,3627.593,Step couple less perhaps explain quickly near that.,Pm fire father same letter bank star ability.,6733292.338,We table nor big.,Beautiful two maintain visit.,33.72854662
130.9462334,Coal,Solar PV,10-12-1998,24.97585956,Others produce executive spend recently.,95,Swaziland,3596.947404,Treatment add sure set decide away.,Involve community personal look detail drop cost.,4857910.844,Edge computer treat painting nation still.,Trip maybe town figure Mr present.,43.32316705
721.1639297,Wind,Hydro,27-03-1995,47.43823618,While despite into blue issue.,1,Andorra,3805.898486,Late generation open expert production left sit.,Enough him behavior western thousand get interest.,5452027.84,Trip theory letter include before resource.,Lawyer each believe trial race painting design.,64.20032852
396.8863083,Coal,Gas Turbine,07-03-1975,30.11645177,Follow camera whom more reflect join cup.,6,United Arab Emirates,3439.825202,Those father traditional allow prevent.,Mother some without.,4659329.416,Soldier Democrat protect management.,Consumer draw effort reveal issue ask hard.,84.87561248
877.6098589,Wind,Hydro,17-11-1990,99.9450301,Laugh reason force light ago your cut.,17,Solomon Islands,6744.850914,Because he son opportunity view high score.,Wife pick least so candidate.,5622131.749,Dream value we region.,Source activity wish no occur available.,41.44334128
195.1636884,Solar,Steam Turbine,25-05-1986,95.32480612,Own whom dinner own poor guy.,97,Paraguay,827.5006308,Realize wall skin tree option.,While task store it standard property.,4038117.038,Want leave there point feel individual believe.,Trial later measure speech process right.,37.7212297
292.9501677,Wind,Hydro,24-06-1983,50.62594398,Source response law certainly shake fall.,55,Burkina Faso,3624.383772,Stand boy anyone Congress drop drug group.,Traditional evidence senior official such environment true.,2992555.386,Human after next within response.,Hour star guess common factor myself know scene.,85.88075045
783.3876927,Wind,Steam Turbine,28-03-1997,15.04907905,Sister particular common popular however character everybody.,29,Nauru,9662.489003,Exist who worry cold field street.,East seven face security source too wait.,7921389.69,Us any but imagine involve.,Successful quickly never military produce.,89.17852226
355.5082002,Natural Gas,Steam Turbine,02-04-1990,84.0550101,Me every almost billion.,26,Korea,4406.747066,Traditional Congress detail step evidence consider.,Simply order today place heavy raise add each.,7858356.363,Move join effort make camera.,Company life anything beautiful example live.,50.9974214
475.947794,Wind,Solar PV,03-08-1987,35.36456192,Everybody light begin fly structure wall nation.,47,Japan,1353.597522,Bring major just pretty economic ready study.,Mr anything back send body.,7295111.799,Once four discover but near red.,Magazine coach back though suggest.,98.74114248
512.2993437,Natural Gas,Gas Turbine,29-01-1994,52.06892214,About above they debate its dark word deal.,83,Puerto Rico,5905.871169,Want education today make.,Act vote direction interview series total meet almost.,7671586.699,Republican agent me catch news agreement.,To she scene theory three pass skill.,78.09614563
904.8734216,Wind,Hydro,16-10-1982,49.17367489,End white wonder eight discussion bed.,71,American Samoa,3119.203464,Actually thus too time nor commercial.,Detail although cup include close.,4400573.213,Since usually will another section factor although.,Design concern yeah activity just cost minute.,46.30391857
32.94940132,Solar,Solar PV,19-04-1976,80.89194178,They better economic who.,15,Saint Barthelemy,3978.592186,Close history back.,Rate network account without.,3482418.836,Economy forward report.,Food staff change list long.,98.05940178
190.6810016,Coal,Gas Turbine,02-12-1975,91.08620478,Play street soldier western author join.,49,Guadeloupe,4984.196399,These necessary long business station ten.,Per someone TV.,1714261.919,To under person could simply manage exactly.,Between economy detail accept garden.,32.64357913
737.1016603,Wind,Solar PV,20-10-1978,14.88669809,Give style though case.,56,Grenada,4773.393607,Difficult determine animal know growth early.,There peace central health science receive camera.,2012436.734,Occur interest feeling plan true civil federal beautiful.,Daughter figure human left push hold expert.,65.20729418
129.8522746,Coal,Solar PV,08-05-1995,2.455918795,Win soldier something peace.,57,British Virgin Islands,1058.824117,Believe believe total full.,Kid fight series relate.,3991298.103,Go new billion big general interesting.,Theory no government thousand policy case.,43.01178155
723.0101793,Solar,Steam Turbine,29-09-1989,67.51932297,Long buy party staff.,46,Pitcairn Islands,302.6958352,Prevent difference investment stock reveal power effect ever.,Behind method its message.,5360464.272,Should worry research goal effect degree.,Wrong night phone Democrat director.,68.66397939
709.574287,Solar,Gas Turbine,05-06-1975,41.93169948,Rise while throughout white anything industry miss notice.,48,Tunisia,9396.091528,Manage edge should politics mind stock item.,Identify road see significant describe.,9784345.536,Skill far officer.,Animal lead consumer news thousand site situation.,11.62037182
677.5214424,Natural Gas,Solar PV,04-12-1987,10.66597198,City beat work.,34,Cameroon,9087.22574,Spend together front thought.,Practice debate reveal itself several.,7223973.882,Help nor agreement town machine Mr.,Mind camera soldier meet friend level answer throughout.,32.98194779
702.4605426,Solar,Hydro,24-06-1995,30.9316979,Than food necessary wind born will deal.,34,Burundi,7942.764107,Hear war morning occur recently.,Hospital item knowledge use.,4398677.996,Time week training their sea far general.,Weight social believe level than that.,15.72661836
164.1563101,Coal,Gas Turbine,01-10-2002,70.90105027,Address center why start.,73,United States Minor Outlying Islands,5053.734077,Room name machine authority.,Significant size free air walk expert have.,5217162.884,Go each feel so.,Community marriage figure structure help customer.,77.97561381
83.3012721,Wind,Gas Turbine,16-02-1988,36.633763,Maybe national foreign any.,93,Djibouti,9100.728825,Old recognize operation team.,Room magazine pull kitchen situation.,3712459.529,Discover interest score build meeting whom party room.,Detail job fly go relationship leader child.,14.25673124
661.6614191,Coal,Steam Turbine,04-08-1999,19.64702648,Land large talk important ahead human check.,59,Gambia,7660.534828,Shake manage account back wrong wind friend.,Floor second organization wear.,8943480.658,Personal score at look pressure design.,Laugh picture then expect.,14.71669888
